Notes,state,state_code,year,year_code,single_year_ages,age,deaths,population,opioid_death_rate
,Pennsylvania,42,2020,2020,39 years,39,110,156438,70.3
,Pennsylvania,42,2020,2020,40 years,40,113,158124,71.5
,Pennsylvania,42,2020,2020,41 years,41,82,148883,55.1
,Pennsylvania,42,2020,2020,42 years,42,88,146393,60.1
,Pennsylvania,42,2020,2020,43 years,43,80,143874,55.6
,Pennsylvania,42,2020,2020,44 years,44,81,138783,58.4
,Pennsylvania,42,2020,2020,45 years,45,71,142839,49.7
,Pennsylvania,42,2020,2020,46 years,46,76,140185,54.2
,Pennsylvania,42,2020,2020,47 years,47,71,144147,49.3
,Pennsylvania,42,2020,2020,48 years,48,71,153607,46.2
,Pennsylvania,42,2020,2020,49 years,49,93,165132,56.3
,Pennsylvania,42,2020,2020,50 years,50,75,167120,44.9
,Pennsylvania,42,2020,2020,51 years,51,79,160804,49.1
,Pennsylvania,42,2020,2020,52 years,52,74,159463,46.4
,Pennsylvania,42,2020,2020,53 years,53,75,162412,46.2
,Pennsylvania,42,2020,2020,54 years,54,66,165682,39.8
,Pennsylvania,42,2020,2020,55 years,55,76,175705,43.3
,Pennsylvania,42,2020,2020,56 years,56,71,178609,39.8
,Pennsylvania,42,2020,2020,57 years,57,71,177318,40
,Pennsylvania,42,2020,2020,58 years,58,54,178180,30.3
,Pennsylvania,42,2020,2020,59 years,59,75,182925,41
,Pennsylvania,42,2020,2020,60 years,60,69,183648,37.6
,Pennsylvania,42,2020,2020,61 years,61,46,181150,25.4
,Pennsylvania,42,2020,2020,62 years,62,38,182179,20.9
,Pennsylvania,42,2020,2020,63 years,63,45,179241,25.1
,Pennsylvania,42,2020,2020,64 years,64,26,171114,15.2
,Pennsylvania,42,2020,2020,65 years,65,31,168478,18.4
,Pennsylvania,42,2020,2020,66 years,66,24,161383,14.9
,Pennsylvania,42,2020,2020,67 years,67,21,155266,13.5
,Pennsylvania,42,2020,2020,68 years,68,17,148508,Unreliable
,Pennsylvania,42,2020,2020,70 years,70,12,134971,Unreliable
,Rhode Island,44,2013,2013,45 years,45,11,14220,Unreliable
,Rhode Island,44,2013,2013,51 years,51,11,16120,Unreliable
,Rhode Island,44,2014,2014,33 years,33,15,13020,Unreliable
,Rhode Island,44,2015,2015,25 years,25,10,15134,Unreliable
,Rhode Island,44,2015,2015,30 years,30,12,13818,Unreliable
,Rhode Island,44,2015,2015,33 years,33,11,13391,Unreliable
,Rhode Island,44,2015,2015,57 years,57,10,15690,Unreliable
,Rhode Island,44,2016,2016,30 years,30,11,13892,Unreliable
,Rhode Island,44,2016,2016,33 years,33,12,13372,Unreliable
,Rhode Island,44,2016,2016,44 years,44,12,12651,Unreliable
,Rhode Island,44,2016,2016,46 years,46,10,14258,Unreliable
,Rhode Island,44,2016,2016,50 years,50,10,14673,Unreliable
,Rhode Island,44,2016,2016,53 years,53,10,15398,Unreliable
,Rhode Island,44,2017,2017,26 years,26,10,15557,Unreliable
,Rhode Island,44,2017,2017,32 years,32,12,13867,Unreliable
,Rhode Island,44,2017,2017,35 years,35,11,13372,Unreliable
,Rhode Island,44,2018,2018,28 years,28,12,15729,Unreliable
,Rhode Island,44,2018,2018,30 years,30,11,15018,Unreliable
,Rhode Island,44,2018,2018,35 years,35,12,13265,Unreliable
,Rhode Island,44,2018,2018,39 years,39,10,12404,Unreliable
,Rhode Island,44,2019,2019,28 years,28,10,15596,Unreliable
,Rhode Island,44,2019,2019,30 years,30,11,15664,Unreliable
,Rhode Island,44,2019,2019,36 years,36,10,13295,Unreliable
,Rhode Island,44,2020,2020,30 years,30,16,15885,Unreliable
,Rhode Island,44,2020,2020,31 years,31,11,15539,Unreliable
,Rhode Island,44,2020,2020,35 years,35,11,13640,Unreliable
,Rhode Island,44,2020,2020,37 years,37,10,13329,Unreliable
,Rhode Island,44,2020,2020,40 years,40,12,13229,Unreliable
,Rhode Island,44,2020,2020,49 years,49,13,13419,Unreliable
,Rhode Island,44,2020,2020,50 years,50,10,13946,Unreliable
,Rhode Island,44,2020,2020,55 years,55,12,15301,Unreliable
,South Carolina,45,2000,2000,45 years,45,11,61438,Unreliable
,South Carolina,45,2006,2006,43 years,43,10,64129,Unreliable
,South Carolina,45,2007,2007,52 years,52,10,63186,Unreliable
,South Carolina,45,2008,2008,46 years,46,10,66088,Unreliable
,South Carolina,45,2009,2009,47 years,47,10,66614,Unreliable
,South Carolina,45,2009,2009,49 years,49,10,68259,Unreliable
,South Carolina,45,2009,2009,50 years,50,10,64325,Unreliable
,South Carolina,45,2009,2009,51 years,51,11,65869,Unreliable
,South Carolina,45,2010,2010,27 years,27,10,61052,Unreliable
,South Carolina,45,2010,2010,47 years,47,11,66141,Unreliable
,South Carolina,45,2010,2010,49 years,49,11,67054,Unreliable
,South Carolina,45,2013,2013,44 years,44,10,61400,Unreliable
,South Carolina,45,2013,2013,48 years,48,11,66014,Unreliable
,South Carolina,45,2013,2013,52 years,52,11,67640,Unreliable
,South Carolina,45,2013,2013,56 years,56,10,66061,Unreliable
,South Carolina,45,2014,2014,24 years,24,14,73356,Unreliable
,South Carolina,45,2014,2014,25 years,25,10,69870,Unreliable
,South Carolina,45,2014,2014,27 years,27,11,62799,Unreliable
,South Carolina,45,2014,2014,34 years,34,12,62143,Unreliable
,South Carolina,45,2014,2014,36 years,36,10,58529,Unreliable
,South Carolina,45,2014,2014,38 years,38,11,55502,Unreliable
,South Carolina,45,2014,2014,39 years,39,11,57400,Unreliable
,South Carolina,45,2014,2014,40 years,40,10,56980,Unreliable
,South Carolina,45,2014,2014,41 years,41,15,58960,Unreliable
,South Carolina,45,2014,2014,42 years,42,10,61585,Unreliable
,South Carolina,45,2014,2014,43 years,43,14,64985,Unreliable
,South Carolina,45,2014,2014,44 years,44,16,64697,Unreliable
,South Carolina,45,2014,2014,46 years,46,10,60239,Unreliable
,South Carolina,45,2014,2014,47 years,47,18,60503,Unreliable
,South Carolina,45,2014,2014,49 years,49,16,66274,Unreliable
,South Carolina,45,2014,2014,51 years,51,21,67264,31.2
,South Carolina,45,2014,2014,52 years,52,16,66772,Unreliable
,South Carolina,45,2014,2014,53 years,53,20,67914,29.4
,South Carolina,45,2014,2014,55 years,55,13,65963,Unreliable
,South Carolina,45,2014,2014,56 years,56,16,66615,Unreliable
,South Carolina,45,2014,2014,57 years,57,13,66288,Unreliable
,South Carolina,45,2014,2014,58 years,58,19,64325,Unreliable
,South Carolina,45,2015,2015,24 years,24,11,72562,Unreliable
,South Carolina,45,2015,2015,25 years,25,11,73208,Unreliable
,South Carolina,45,2015,2015,26 years,26,18,69628,Unreliable
,South Carolina,45,2015,2015,27 years,27,12,65781,Unreliable
,South Carolina,45,2015,2015,28 years,28,11,63125,Unreliable
,South Carolina,45,2015,2015,29 years,29,16,61776,Unreliable
,South Carolina,45,2015,2015,30 years,30,13,62093,Unreliable
,South Carolina,45,2015,2015,31 years,31,15,60811,Unreliable
,South Carolina,45,2015,2015,33 years,33,15,61879,Unreliable
,South Carolina,45,2015,2015,35 years,35,10,62659,Unreliable
,South Carolina,45,2015,2015,37 years,37,13,58950,Unreliable
,South Carolina,45,2015,2015,38 years,38,12,57960,Unreliable
,South Carolina,45,2015,2015,39 years,39,14,55936,Unreliable
,South Carolina,45,2015,2015,40 years,40,12,57839,Unreliable
,South Carolina,45,2015,2015,41 years,41,10,57517,Unreliable
,South Carolina,45,2015,2015,43 years,43,12,62057,Unreliable
,South Carolina,45,2015,2015,44 years,44,13,65388,Unreliable
,South Carolina,45,2015,2015,45 years,45,12,65127,Unreliable
,South Carolina,45,2015,2015,46 years,46,20,62056,32.2
,South Carolina,45,2015,2015,49 years,49,13,62638,Unreliable
,South Carolina,45,2015,2015,51 years,51,13,68370,Unreliable
,South Carolina,45,2015,2015,52 years,52,13,67618,Unreliable
,South Carolina,45,2015,2015,53 years,53,17,67021,Unreliable
,South Carolina,45,2015,2015,55 years,55,12,68287,Unreliable
,South Carolina,45,2015,2015,56 years,56,15,66244,Unreliable
,South Carolina,45,2015,2015,57 years,57,11,66946,Unreliable
,South Carolina,45,2015,2015,58 years,58,12,66675,Unreliable
,South Carolina,45,2016,2016,23 years,23,16,68126,Unreliable
,South Carolina,45,2016,2016,24 years,24,13,69976,Unreliable
,South Carolina,45,2016,2016,27 years,27,20,69315,28.9
,South Carolina,45,2016,2016,28 years,28,14,65922,Unreliable
,South Carolina,45,2016,2016,29 years,29,17,63513,Unreliable
,South Carolina,45,2016,2016,30 years,30,15,62361,Unreliable
,South Carolina,45,2016,2016,31 years,31,11,62673,Unreliable
,South Carolina,45,2016,2016,32 years,32,18,61319,Unreliable
,South Carolina,45,2016,2016,33 years,33,14,62509,Unreliable
,South Carolina,45,2016,2016,34 years,34,13,62709,Unreliable
,South Carolina,45,2016,2016,35 years,35,14,62314,Unreliable
,South Carolina,45,2016,2016,36 years,36,18,63316,Unreliable
,South Carolina,45,2016,2016,37 years,37,18,60250,Unreliable
,South Carolina,45,2016,2016,38 years,38,15,59557,Unreliable
,South Carolina,45,2016,2016,39 years,39,20,58528,34.2
,South Carolina,45,2016,2016,42 years,42,13,58091,Unreliable
,South Carolina,45,2016,2016,43 years,43,13,59824,Unreliable
,South Carolina,45,2016,2016,44 years,44,15,62541,Unreliable
,South Carolina,45,2016,2016,46 years,46,16,65596,Unreliable
,South Carolina,45,2016,2016,47 years,47,12,62419,Unreliable
,South Carolina,45,2016,2016,48 years,48,13,60988,Unreliable
,South Carolina,45,2016,2016,49 years,49,15,61558,Unreliable
,South Carolina,45,2016,2016,50 years,50,13,63367,Unreliable
,South Carolina,45,2016,2016,51 years,51,17,67400,Unreliable
,South Carolina,45,2016,2016,52 years,52,18,68879,Unreliable
,South Carolina,45,2016,2016,53 years,53,19,68169,Unreliable
,South Carolina,45,2016,2016,54 years,54,14,67783,Unreliable
,South Carolina,45,2016,2016,55 years,55,13,69046,Unreliable
,South Carolina,45,2016,2016,57 years,57,17,66626,Unreliable
,South Carolina,45,2016,2016,58 years,58,12,67452,Unreliable
,South Carolina,45,2017,2017,23 years,23,18,67606,Unreliable
,South Carolina,45,2017,2017,24 years,24,16,68722,Unreliable
,South Carolina,45,2017,2017,25 years,25,10,70457,Unreliable
,South Carolina,45,2017,2017,26 years,26,15,72731,Unreliable
,South Carolina,45,2017,2017,27 years,27,18,72994,Unreliable
,South Carolina,45,2017,2017,28 years,28,21,69401,30.3
,South Carolina,45,2017,2017,29 years,29,12,65732,Unreliable
,South Carolina,45,2017,2017,30 years,30,28,63421,44.1
,South Carolina,45,2017,2017,31 years,31,25,63317,39.5
,South Carolina,45,2017,2017,32 years,32,25,62943,39.7
,South Carolina,45,2017,2017,33 years,33,18,61737,Unreliable
,South Carolina,45,2017,2017,34 years,34,18,62774,Unreliable
,South Carolina,45,2017,2017,35 years,35,17,63114,Unreliable
,South Carolina,45,2017,2017,36 years,36,23,63096,36.5
,South Carolina,45,2017,2017,37 years,37,16,63668,Unreliable
,South Carolina,45,2017,2017,38 years,38,24,60952,39.4
,South Carolina,45,2017,2017,39 years,39,21,59616,35.2
,South Carolina,45,2017,2017,40 years,40,13,59257,Unreliable
,South Carolina,45,2017,2017,41 years,41,19,56370,Unreliable
,South Carolina,45,2017,2017,42 years,42,22,59433,37
,South Carolina,45,2017,2017,45 years,45,12,62746,Unreliable
,South Carolina,45,2017,2017,46 years,46,17,66116,Unreliable
,South Carolina,45,2017,2017,47 years,47,22,66277,33.2
,South Carolina,45,2017,2017,48 years,48,21,62911,33.4
,South Carolina,45,2017,2017,51 years,51,17,63793,Unreliable
,South Carolina,45,2017,2017,52 years,52,23,67386,34.1
,South Carolina,45,2017,2017,53 years,53,14,69469,Unreliable
,South Carolina,45,2017,2017,54 years,54,22,68499,32.1
,South Carolina,45,2017,2017,55 years,55,10,67921,Unreliable
,South Carolina,45,2017,2017,56 years,56,14,69050,Unreliable
,South Carolina,45,2017,2017,57 years,57,18,69631,Unreliable
,South Carolina,45,2017,2017,58 years,58,12,67105,Unreliable
,South Carolina,45,2017,2017,59 years,59,12,67095,Unreliable
,South Carolina,45,2017,2017,60 years,60,15,67699,Unreliable
,South Carolina,45,2018,2018,21 years,21,13,66183,Unreliable
,South Carolina,45,2018,2018,22 years,22,12,65298,Unreliable
,South Carolina,45,2018,2018,23 years,23,15,66419,Unreliable
,South Carolina,45,2018,2018,24 years,24,16,67310,Unreliable
,South Carolina,45,2018,2018,25 years,25,19,68667,Unreliable
,South Carolina,45,2018,2018,26 years,26,17,70053,Unreliable
,South Carolina,45,2018,2018,27 years,27,26,72919,35.7
,South Carolina,45,2018,2018,28 years,28,16,73199,Unreliable
,South Carolina,45,2018,2018,29 years,29,18,69613,Unreliable
,South Carolina,45,2018,2018,30 years,30,19,66167,Unreliable
,South Carolina,45,2018,2018,31 years,31,19,63800,Unreliable
,South Carolina,45,2018,2018,32 years,32,23,63641,36.1
,South Carolina,45,2018,2018,33 years,33,30,63649,47.1
,South Carolina,45,2018,2018,34 years,34,16,62182,Unreliable
,South Carolina,45,2018,2018,35 years,35,25,63487,39.4
,South Carolina,45,2018,2018,36 years,36,28,63446,44.1
,South Carolina,45,2018,2018,37 years,37,15,63483,Unreliable
,South Carolina,45,2018,2018,38 years,38,25,64253,38.9
,South Carolina,45,2018,2018,39 years,39,33,61405,53.7
,South Carolina,45,2018,2018,40 years,40,18,59990,Unreliable
,South Carolina,45,2018,2018,41 years,41,12,59843,Unreliable
,South Carolina,45,2018,2018,42 years,42,11,56919,Unreliable
,South Carolina,45,2018,2018,43 years,43,15,59812,Unreliable
,South Carolina,45,2018,2018,44 years,44,20,58759,34
,South Carolina,45,2018,2018,45 years,45,13,60577,Unreliable
,South Carolina,45,2018,2018,46 years,46,18,63052,Unreliable
,South Carolina,45,2018,2018,47 years,47,18,66544,Unreliable
,South Carolina,45,2018,2018,48 years,48,10,66754,Unreliable
,South Carolina,45,2018,2018,49 years,49,24,63195,38
,South Carolina,45,2018,2018,50 years,50,22,62179,35.4
,South Carolina,45,2018,2018,51 years,51,17,62092,Unreliable
,South Carolina,45,2018,2018,52 years,52,18,64134,Unreliable
,South Carolina,45,2018,2018,53 years,53,15,67849,Unreliable
,South Carolina,45,2018,2018,54 years,54,11,70082,Unreliable
,South Carolina,45,2018,2018,55 years,55,24,68928,34.8
,South Carolina,45,2018,2018,56 years,56,18,68545,Unreliable
,South Carolina,45,2018,2018,57 years,57,15,69637,Unreliable
,South Carolina,45,2018,2018,58 years,58,16,70173,Unreliable
,South Carolina,45,2018,2018,59 years,59,12,67472,Unreliable
,South Carolina,45,2018,2018,60 years,60,16,67559,Unreliable
,South Carolina,45,2018,2018,61 years,61,14,68301,Unreliable
,South Carolina,45,2019,2019,21 years,21,12,66504,Unreliable
,South Carolina,45,2019,2019,22 years,22,12,65735,Unreliable
,South Carolina,45,2019,2019,23 years,23,16,65093,Unreliable
,South Carolina,45,2019,2019,24 years,24,11,66262,Unreliable
,South Carolina,45,2019,2019,25 years,25,14,67686,Unreliable
,South Carolina,45,2019,2019,26 years,26,14,68584,Unreliable
,South Carolina,45,2019,2019,27 years,27,19,70277,Unreliable
,South Carolina,45,2019,2019,28 years,28,22,73489,29.9
,South Carolina,45,2019,2019,29 years,29,26,73235,35.5
,South Carolina,45,2019,2019,30 years,30,20,70181,28.5
,South Carolina,45,2019,2019,31 years,31,23,66601,34.5
,South Carolina,45,2019,2019,32 years,32,21,64276,32.7
,South Carolina,45,2019,2019,33 years,33,31,64275,48.2
,South Carolina,45,2019,2019,34 years,34,26,64250,40.5
,South Carolina,45,2019,2019,35 years,35,26,63059,41.2
,South Carolina,45,2019,2019,36 years,36,19,64018,Unreliable
,South Carolina,45,2019,2019,37 years,37,27,63998,42.2
,South Carolina,45,2019,2019,38 years,38,23,64074,35.9
,South Carolina,45,2019,2019,39 years,39,28,64841,43.2
,South Carolina,45,2019,2019,40 years,40,24,61881,38.8
,South Carolina,45,2019,2019,41 years,41,20,60637,33
,South Carolina,45,2019,2019,42 years,42,23,60252,38.2
,South Carolina,45,2019,2019,43 years,43,13,57391,Unreliable
,South Carolina,45,2019,2019,44 years,44,22,60353,36.5
,South Carolina,45,2019,2019,45 years,45,13,59395,Unreliable
,South Carolina,45,2019,2019,46 years,46,16,61073,Unreliable
,South Carolina,45,2019,2019,47 years,47,16,63519,Unreliable
,South Carolina,45,2019,2019,48 years,48,12,67017,Unreliable
,South Carolina,45,2019,2019,49 years,49,25,67191,37.2
,South Carolina,45,2019,2019,50 years,50,15,63862,Unreliable
,South Carolina,45,2019,2019,51 years,51,19,62689,Unreliable
,South Carolina,45,2019,2019,52 years,52,15,62701,Unreliable
,South Carolina,45,2019,2019,53 years,53,15,64685,Unreliable
,South Carolina,45,2019,2019,54 years,54,15,68475,Unreliable
,South Carolina,45,2019,2019,55 years,55,21,70604,29.7
,South Carolina,45,2019,2019,56 years,56,18,69573,Unreliable
,South Carolina,45,2019,2019,57 years,57,12,69014,Unreliable
,South Carolina,45,2019,2019,58 years,58,20,70113,28.5
,South Carolina,45,2019,2019,59 years,59,12,70672,Unreliable
,South Carolina,45,2019,2019,61 years,61,12,68277,Unreliable
,South Carolina,45,2019,2019,63 years,63,10,66704,Unreliable
,South Carolina,45,2020,2020,19 years,19,10,69696,Unreliable
,South Carolina,45,2020,2020,20 years,20,20,69717,28.7
,South Carolina,45,2020,2020,22 years,22,19,66501,Unreliable
,South Carolina,45,2020,2020,23 years,23,21,65658,32
,South Carolina,45,2020,2020,24 years,24,32,64718,49.4
,South Carolina,45,2020,2020,25 years,25,28,66227,42.3
,South Carolina,45,2020,2020,26 years,26,30,67670,44.3
,South Carolina,45,2020,2020,27 years,27,36,69163,52.1
,South Carolina,45,2020,2020,28 years,28,38,71047,53.5
,South Carolina,45,2020,2020,29 years,29,43,73873,58.2
,South Carolina,45,2020,2020,30 years,30,30,73737,40.7
,South Carolina,45,2020,2020,31 years,31,35,70862,49.4
,South Carolina,45,2020,2020,32 years,32,48,67239,71.4
,South Carolina,45,2020,2020,33 years,33,37,64951,57
,South Carolina,45,2020,2020,34 years,34,32,64876,49.3
,South Carolina,45,2020,2020,35 years,35,30,64965,46.2
,South Carolina,45,2020,2020,36 years,36,44,63452,69.3
,South Carolina,45,2020,2020,37 years,37,39,64812,60.2
,South Carolina,45,2020,2020,38 years,38,35,65023,53.8
,South Carolina,45,2020,2020,39 years,39,46,64826,71
,South Carolina,45,2020,2020,40 years,40,44,65413,67.3
,South Carolina,45,2020,2020,41 years,41,23,62396,36.9
,South Carolina,45,2020,2020,42 years,42,30,61031,49.2
,South Carolina,45,2020,2020,43 years,43,40,60635,66
,South Carolina,45,2020,2020,44 years,44,30,57785,51.9
,South Carolina,45,2020,2020,45 years,45,24,60743,39.5
,South Carolina,45,2020,2020,46 years,46,32,59857,53.5
,South Carolina,45,2020,2020,47 years,47,41,61568,66.6
,South Carolina,45,2020,2020,48 years,48,28,63972,43.8
,South Carolina,45,2020,2020,49 years,49,28,67624,41.4
,South Carolina,45,2020,2020,50 years,50,33,67883,48.6
,South Carolina,45,2020,2020,51 years,51,27,64575,41.8
,South Carolina,45,2020,2020,52 years,52,18,63256,Unreliable
,South Carolina,45,2020,2020,53 years,53,29,63281,45.8
,South Carolina,45,2020,2020,54 years,54,24,65383,36.7
,South Carolina,45,2020,2020,55 years,55,28,68917,40.6
,South Carolina,45,2020,2020,56 years,56,33,71378,46.2
,South Carolina,45,2020,2020,57 years,57,23,70189,32.8
,South Carolina,45,2020,2020,58 years,58,21,69844,30.1
,South Carolina,45,2020,2020,59 years,59,19,70762,Unreliable
,South Carolina,45,2020,2020,60 years,60,20,71347,28
,South Carolina,45,2020,2020,61 years,61,16,68675,Unreliable
,South Carolina,45,2020,2020,62 years,62,18,68844,Unreliable
,South Carolina,45,2020,2020,63 years,63,20,69495,28.8
,South Carolina,45,2020,2020,65 years,65,11,67545,Unreliable
,Tennessee,47,2003,2003,36 years,36,10,80484,Unreliable
,Tennessee,47,2003,2003,43 years,43,10,92818,Unreliable
,Tennessee,47,2003,2003,44 years,44,10,89834,Unreliable
,Tennessee,47,2004,2004,25 years,25,12,83341,Unreliable
,Tennessee,47,2004,2004,26 years,26,11,79760,Unreliable
,Tennessee,47,2004,2004,33 years,33,10,87647,Unreliable
,Tennessee,47,2004,2004,38 years,38,10,84152,Unreliable
,Tennessee,47,2004,2004,39 years,39,11,90600,Unreliable
,Tennessee,47,2004,2004,40 years,40,10,92471,Unreliable
,Tennessee,47,2004,2004,42 years,42,16,90278,Unreliable
,Tennessee,47,2004,2004,43 years,43,11,91078,Unreliable
,Tennessee,47,2004,2004,44 years,44,10,92379,Unreliable
,Tennessee,47,2004,2004,45 years,45,13,89900,Unreliable
,Tennessee,47,2004,2004,46 years,46,13,90105,Unreliable
,Tennessee,47,2004,2004,48 years,48,12,87186,Unreliable
,Tennessee,47,2004,2004,49 years,49,11,88105,Unreliable
,Tennessee,47,2005,2005,26 years,26,13,83591,Unreliable
,Tennessee,47,2005,2005,28 years,28,11,77028,Unreliable
,Tennessee,47,2005,2005,29 years,29,10,72136,Unreliable
,Tennessee,47,2005,2005,32 years,32,11,78859,Unreliable
,Tennessee,47,2005,2005,35 years,35,11,88727,Unreliable
,Tennessee,47,2005,2005,38 years,38,10,81142,Unreliable
,Tennessee,47,2005,2005,39 years,39,11,85074,Unreliable
,Tennessee,47,2005,2005,40 years,40,15,90988,Unreliable
,Tennessee,47,2005,2005,41 years,41,12,93276,Unreliable
,Tennessee,47,2005,2005,42 years,42,14,91011,Unreliable
,Tennessee,47,2005,2005,44 years,44,11,90974,Unreliable
,Tennessee,47,2005,2005,45 years,45,12,92527,Unreliable
,Tennessee,47,2005,2005,46 years,46,10,90700,Unreliable
,Tennessee,47,2005,2005,47 years,47,11,90709,Unreliable
,Tennessee,47,2005,2005,48 years,48,16,90271,Unreliable
,Tennessee,47,2005,2005,49 years,49,11,87551,Unreliable
,Tennessee,47,2005,2005,51 years,51,11,86143,Unreliable
,Tennessee,47,2006,2006,23 years,23,11,81840,Unreliable
,Tennessee,47,2006,2006,29 years,29,15,75152,Unreliable
,Tennessee,47,2006,2006,33 years,33,10,80620,Unreliable
,Tennessee,47,2006,2006,34 years,34,11,84436,Unreliable
,Tennessee,47,2006,2006,35 years,35,10,89321,Unreliable
,Tennessee,47,2006,2006,41 years,41,13,92135,Unreliable
,Tennessee,47,2006,2006,42 years,42,13,93549,Unreliable
,Tennessee,47,2006,2006,43 years,43,12,92279,Unreliable
,Tennessee,47,2006,2006,44 years,44,11,90894,Unreliable
,Tennessee,47,2006,2006,45 years,45,11,91557,Unreliable
,Tennessee,47,2006,2006,46 years,46,14,93705,Unreliable
,Tennessee,47,2006,2006,47 years,47,13,91662,Unreliable
,Tennessee,47,2006,2006,48 years,48,14,90980,Unreliable
,Tennessee,47,2006,2006,50 years,50,11,87766,Unreliable
,Tennessee,47,2006,2006,52 years,52,14,86463,Unreliable
,Tennessee,47,2006,2006,54 years,54,10,81463,Unreliable
,Tennessee,47,2007,2007,26 years,26,15,89292,Unreliable
,Tennessee,47,2007,2007,29 years,29,12,78290,Unreliable
,Tennessee,47,2007,2007,30 years,30,11,77953,Unreliable
,Tennessee,47,2007,2007,31 years,31,10,74458,Unreliable
,Tennessee,47,2007,2007,36 years,36,14,90241,Unreliable
,Tennessee,47,2007,2007,37 years,37,10,90372,Unreliable
,Tennessee,47,2007,2007,39 years,39,10,82908,Unreliable
,Tennessee,47,2007,2007,40 years,40,10,82834,Unreliable
,Tennessee,47,2007,2007,41 years,41,17,86866,Unreliable
,Tennessee,47,2007,2007,42 years,42,15,91945,Unreliable
,Tennessee,47,2007,2007,43 years,43,12,94618,Unreliable
,Tennessee,47,2007,2007,44 years,44,11,91967,Unreliable
,Tennessee,47,2007,2007,45 years,45,14,91123,Unreliable
,Tennessee,47,2007,2007,46 years,46,10,92578,Unreliable
,Tennessee,47,2007,2007,47 years,47,15,94742,Unreliable
,Tennessee,47,2007,2007,48 years,48,10,91661,Unreliable
,Tennessee,47,2007,2007,50 years,50,11,90990,Unreliable
,Tennessee,47,2007,2007,51 years,51,13,88545,Unreliable
,Tennessee,47,2007,2007,52 years,52,10,88820,Unreliable
,Tennessee,47,2008,2008,21 years,21,10,82529,Unreliable
,Tennessee,47,2008,2008,23 years,23,12,83190,Unreliable
,Tennessee,47,2008,2008,29 years,29,12,80444,Unreliable
,Tennessee,47,2008,2008,30 years,30,11,81012,Unreliable
,Tennessee,47,2008,2008,34 years,34,10,78853,Unreliable
,Tennessee,47,2008,2008,37 years,37,13,90733,Unreliable
,Tennessee,47,2008,2008,38 years,38,10,90578,Unreliable
,Tennessee,47,2008,2008,39 years,39,11,85368,Unreliable
,Tennessee,47,2008,2008,41 years,41,10,83786,Unreliable
,Tennessee,47,2008,2008,43 years,43,18,92958,Unreliable
,Tennessee,47,2008,2008,44 years,44,28,94025,29.8
,Tennessee,47,2008,2008,45 years,45,18,92204,Unreliable
,Tennessee,47,2008,2008,46 years,46,19,92142,Unreliable
,Tennessee,47,2008,2008,47 years,47,17,93735,Unreliable
,Tennessee,47,2008,2008,48 years,48,13,94861,Unreliable
,Tennessee,47,2008,2008,50 years,50,15,91265,Unreliable
,Tennessee,47,2008,2008,51 years,51,15,91818,Unreliable
,Tennessee,47,2009,2009,24 years,24,12,83736,Unreliable
,Tennessee,47,2009,2009,27 years,27,15,84187,Unreliable
,Tennessee,47,2009,2009,28 years,28,13,88643,Unreliable
,Tennessee,47,2009,2009,30 years,30,13,83848,Unreliable
,Tennessee,47,2009,2009,32 years,32,11,78931,Unreliable
,Tennessee,47,2009,2009,33 years,33,11,77510,Unreliable
,Tennessee,47,2009,2009,34 years,34,12,80306,Unreliable
,Tennessee,47,2009,2009,35 years,35,17,79816,Unreliable
,Tennessee,47,2009,2009,36 years,36,15,81916,Unreliable
,Tennessee,47,2009,2009,37 years,37,13,86687,Unreliable
,Tennessee,47,2009,2009,38 years,38,11,90805,Unreliable
,Tennessee,47,2009,2009,39 years,39,11,91641,Unreliable
,Tennessee,47,2009,2009,40 years,40,15,85478,Unreliable
,Tennessee,47,2009,2009,42 years,42,12,83051,Unreliable
,Tennessee,47,2009,2009,43 years,43,11,87400,Unreliable
,Tennessee,47,2009,2009,44 years,44,15,91995,Unreliable
,Tennessee,47,2009,2009,45 years,45,20,93856,21.3
,Tennessee,47,2009,2009,46 years,46,14,92948,Unreliable
,Tennessee,47,2009,2009,48 years,48,15,93368,Unreliable
,Tennessee,47,2009,2009,50 years,50,15,91584,Unreliable
,Tennessee,47,2009,2009,51 years,51,12,91987,Unreliable
,Tennessee,47,2009,2009,52 years,52,13,91517,Unreliable
,Tennessee,47,2009,2009,53 years,53,14,89256,Unreliable
,Tennessee,47,2009,2009,54 years,54,10,89878,Unreliable
,Tennessee,47,2009,2009,55 years,55,10,86387,Unreliable
,Tennessee,47,2009,2009,56 years,56,10,82709,Unreliable
,Tennessee,47,2010,2010,20 years,20,11,89380,Unreliable
,Tennessee,47,2010,2010,22 years,22,10,83784,Unreliable
,Tennessee,47,2010,2010,25 years,25,13,83288,Unreliable
,Tennessee,47,2010,2010,27 years,27,14,84164,Unreliable
,Tennessee,47,2010,2010,28 years,28,13,83664,Unreliable
,Tennessee,47,2010,2010,29 years,29,13,84585,Unreliable
,Tennessee,47,2010,2010,30 years,30,11,86166,Unreliable
,Tennessee,47,2010,2010,31 years,31,20,81566,24.5
,Tennessee,47,2010,2010,32 years,32,12,81350,Unreliable
,Tennessee,47,2010,2010,33 years,33,11,79399,Unreliable
,Tennessee,47,2010,2010,34 years,34,13,77833,Unreliable
,Tennessee,47,2010,2010,35 years,35,11,81549,Unreliable
,Tennessee,47,2010,2010,37 years,37,18,82945,Unreliable
